Date,Domain,Location,Value,Transaction_count,domain_index,location_index,features,scaled_features
01/01/2022,INTERNATIONAL,Buxar,697890,2175,0.0,45.0,"[697890.0,2175.0]","[0.44196258662961024,0.8263500931098696]"
01/01/2022,INTERNATIONAL,Durg,800166,2271,0.0,4.0,"[800166.0,2271.0]","[0.5551187810339792,0.8710428305400373]"
01/01/2022,PUBLIC,Ranchi,1022427,646,1.0,16.0,"[1022427.0,646.0]","[0.801024065993397,0.11452513966480447]"
01/01/2022,INVESTMENTS,Lunglei,570599,807,2.0,8.0,"[570599.0,807.0]","[0.30113027854240976,0.1894785847299814]"
01/01/2022,RESTRAUNT,Tirumala,1126730,880,5.0,22.0,"[1126730.0,880.0]","[0.9164228941149396,0.22346368715083798]"
01/01/2022,PUBLIC,Kochin,514875,1127,1.0,30.0,"[514875.0,1127.0]","[0.23947831936343278,0.33845437616387336]"
01/01/2022,PUBLIC,Indore,631940,1261,1.0,40.0,"[631940.0,1261.0]","[0.36899677821934657,0.40083798882681565]"
01/01/2022,RETAIL,Ajmer,860945,2487,6.0,5.0,"[860945.0,2487.0]","[0.6223634947469043,0.9716014897579144]"
01/01/2022,INVESTMENTS,Bidar,721306,632,2.0,37.0,"[721306.0,632.0]","[0.46786959754294966,0.10800744878957169]"
01/01/2022,INVESTMENTS,Amritsar,963971,1616,2.0,19.0,"[963971.0,1616.0]","[0.7363494746904347,0.5661080074487895]"
01/01/2022,INTERNATIONAL,Kannur,1072244,1144,0.0,29.0,"[1072244.0,1144.0]","[0.8561406342659384,0.3463687150837989]"
01/01/2022,RESTRAUNT,Mathura,639982,1668,5.0,42.0,"[639982.0,1668.0]","[0.3778942919605951,0.590316573556797]"
01/01/2022,PUBLIC,Lucknow,445682,2369,1.0,43.0,"[445682.0,2369.0]","[0.162924518281835,0.9166666666666666]"
01/01/2022,MEDICAL,Srinagar,788412,2429,4.0,20.0,"[788412.0,2429.0]","[0.5421143820642409,0.9445996275605214]"
01/01/2022,RETAIL,Kannur,667698,1843,6.0,29.0,"[667698.0,1843.0]","[0.40855873996512687,0.6717877094972067]"
01/01/2022,PUBLIC,Bombay,627657,1248,1.0,18.0,"[627657.0,1248.0]","[0.3642581496003753,0.39478584729981375]"
01/01/2022,EDUCATION,Ranchi,691158,424,3.0,16.0,"[691158.0,424.0]","[0.43451443163009706,0.0111731843575419]"
01/01/2022,INTERNATIONAL,Daman,1117476,1207,0.0,12.0,"[1117476.0,1207.0]","[0.9061844469424062,0.3756983240223464]"
01/01/2022,MEDICAL,Ara,1127520,680,4.0,9.0,"[1127520.0,680.0]","[0.9172969348828564,0.1303538175046555]"
01/01/2022,EDUCATION,Indore,695516,1328,3.0,40.0,"[695516.0,1328.0]","[0.43933603880298455,0.43202979515828677]"
01/01/2022,INVESTMENTS,Bikaner,519168,579,2.0,41.0,"[519168.0,579.0]","[0.2442280117895929,0.08333333333333333]"
01/01/2022,INVESTMENTS,Konark,299231,2203,2.0,25.0,"[299231.0,2203.0]","[0.0008939556208566042,0.8393854748603352]"
01/01/2022,RESTRAUNT,Jaipur,413870,1150,5.0,39.0,"[413870.0,1150.0]","[0.12772833485276286,0.34916201117318435]"
01/01/2022,INTERNATIONAL,Kolkata,913848,1206,0.0,27.0,"[913848.0,1206.0]","[0.6808943539179153,0.3752327746741155]"
01/01/2022,EDUCATION,Goa,542287,2230,3.0,6.0,"[542287.0,2230.0]","[0.2698064276294244,0.8519553072625698]"
01/01/2022,INVESTMENTS,Mon,1024282,925,2.0,26.0,"[1024282.0,925.0]","[0.8030764022269231,0.24441340782122906]"
01/01/2022,INTERNATIONAL,Pune,860092,2390,0.0,14.0,"[860092.0,2390.0]","[0.621419751993698,0.9264432029795158]"
01/01/2022,EDUCATION,Hyderabad,581363,1196,3.0,34.0,"[581363.0,1196.0]","[0.31303936060045495,0.37057728119180633]"
01/01/2022,RETAIL,Patiala,971802,1961,6.0,10.0,"[971802.0,1961.0]","[0.745013542099999,0.7267225325884543]"
01/01/2022,MEDICAL,Jaipur,1165417,1569,4.0,39.0,"[1165417.0,1569.0]","[0.9592254449863251,0.5442271880819367]"
01/01/2022,PUBLIC,Kanpur,586585,1145,1.0,28.0,"[586585.0,1145.0]","[0.3188168807144564,0.3468342644320298]"
01/01/2022,RETAIL,Lucknow,608911,1797,6.0,43.0,"[608911.0,1797.0]","[0.3435179366442145,0.6503724394785847]"
01/01/2022,INTERNATIONAL,Ara,798042,1960,0.0,9.0,"[798042.0,1960.0]","[0.5527688283870739,0.7262569832402235]"
01/01/2022,MEDICAL,Akola,695737,2178,4.0,33.0,"[695737.0,2178.0]","[0.43958054894185744,0.8277467411545624]"
01/01/2022,RETAIL,Kannur,644545,1570,6.0,29.0,"[644545.0,1570.0]","[0.3829427071808534,0.5446927374301676]"
01/01/2022,EDUCATION,Kochin,488638,1151,3.0,30.0,"[488638.0,1151.0]","[0.21045020844212742,0.34962756052141525]"
01/01/2022,RESTRAUNT,Ranchi,1116687,884,5.0,16.0,"[1116687.0,884.0]","[0.9053115125552084,0.22532588454376165]"
01/01/2022,RETAIL,Kannur,845106,1821,6.0,29.0,"[845106.0,1821.0]","[0.6048395305405333,0.6615456238361266]"
01/01/2022,RETAIL,Pune,1085177,741,6.0,14.0,"[1085177.0,741.0]","[0.8704494561032385,0.15875232774674114]"
01/01/2022,RETAIL,Madurai,545222,1933,6.0,44.0,"[545222.0,1933.0]","[0.27305365503934287,0.7136871508379888]"
01/01/2022,RETAIL,Bhopal,635880,2423,6.0,2.0,"[635880.0,2423.0]","[0.3733559182517414,0.9418063314711359]"
01/01/2022,RETAIL,Bokaro,860915,1142,6.0,0.0,"[860915.0,1142.0]","[0.6223303033253379,0.34543761638733705]"
01/01/2022,INVESTMENTS,Madurai,971034,1107,2.0,44.0,"[971034.0,1107.0]","[0.7441638417078977,0.3291433891992551]"
01/01/2022,MEDICAL,Kannur,857350,899,4.0,29.0,"[857350.0,899.0]","[0.6183860560625237,0.23230912476722532]"
01/01/2022,MEDICAL,Jaipur,636517,2000,4.0,39.0,"[636517.0,2000.0]","[0.3740606827696692,0.74487895716946]"
01/01/2022,PUBLIC,Betul,391316,1200,1.0,17.0,"[391316.0,1200.0]","[0.10277502411909967,0.37243947858473]"
01/01/2022,MEDICAL,Srinagar,1059107,2272,4.0,20.0,"[1059107.0,2272.0]","[0.8416061107619864,0.8715083798882681]"
01/01/2022,EDUCATION,Ambala,865653,1302,3.0,3.0,"[865653.0,1302.0]","[0.6275723351714004,0.419925512104283]"
01/01/2022,EDUCATION,Ludhiana,409545,870,3.0,24.0,"[409545.0,870.0]","[0.12294323824359847,0.21880819366852886]"
01/01/2022,PUBLIC,Srinagar,1159643,2153,1.0,20.0,"[1159643.0,2153.0]","[0.9528372027155008,0.8161080074487895]"
01/01/2022,RETAIL,Vellore,821409,1575,6.0,23.0,"[821409.0,1575.0]","[0.5786216266451881,0.5470204841713222]"
01/01/2022,MEDICAL,Doda,1192140,2063,4.0,11.0,"[1192140.0,2063.0]","[0.9887912569370071,0.7742085661080075]"
01/01/2022,PUBLIC,Konark,597517,2121,1.0,25.0,"[597517.0,2121.0]","[0.33091183473327374,0.8012104283054003]"
01/01/2022,INVESTMENTS,Konark,1167053,2297,2.0,25.0,"[1167053.0,2297.0]","[0.9610354838424159,0.883147113594041]"
01/01/2022,INVESTMENTS,Bidar,599292,758,2.0,37.0,"[599292.0,758.0]","[0.33287566050928913,0.16666666666666666]"
01/01/2022,RETAIL,Bombay,1052629,2436,6.0,18.0,"[1052629.0,2436.0]","[0.8344389764650693,0.9478584729981377]"
01/01/2022,INTERNATIONAL,Akola,649237,1399,0.0,33.0,"[649237.0,1399.0]","[0.38813384551384744,0.4650837988826816]"
01/01/2022,INVESTMENTS,Kannur,1013203,2090,2.0,29.0,"[1013203.0,2090.0]","[0.7908188102424301,0.7867783985102421]"
01/01/2022,PUBLIC,Madurai,946251,1554,1.0,44.0,"[946251.0,1554.0]","[0.7167444083518467,0.537243947858473]"
01/01/2022,MEDICAL,Akola,714212,1236,4.0,33.0,"[714212.0,1236.0]","[0.4600209327232012,0.3891992551210428]"
01/01/2022,INVESTMENTS,Ahmedabad,544289,522,2.0,32.0,"[544289.0,522.0]","[0.27202140182862605,0.056797020484171325]"
01/01/2022,EDUCATION,Vellore,909930,1547,3.0,23.0,"[909930.0,1547.0]","[0.676559554261336,0.5339851024208566]"
01/01/2022,RESTRAUNT,Delhi,1071006,1588,5.0,35.0,"[1071006.0,1588.0]","[0.8547709349359627,0.553072625698324]"
01/01/2022,INVESTMENTS,Mon,641110,2334,2.0,26.0,"[641110.0,2334.0]","[0.37914228941149397,0.9003724394785847]"
01/01/2022,INVESTMENTS,Akola,932591,2301,2.0,33.0,"[932591.0,2301.0]","[0.7016312477319195,0.8850093109869646]"
01/01/2022,RETAIL,Srinagar,769430,2166,6.0,20.0,"[769430.0,2166.0]","[0.521113063258424,0.8221601489757915]"
01/01/2022,MEDICAL,Trichy,731743,1370,4.0,36.0,"[731743.0,1370.0]","[0.47941689310592045,0.4515828677839851]"
01/01/2022,MEDICAL,Bikaner,847336,832,4.0,41.0,"[847336.0,832.0]","[0.60730675954364,0.2011173184357542]"
01/01/2022,RESTRAUNT,Bokaro,570292,1576,5.0,0.0,"[570292.0,1576.0]","[0.300790619661713,0.547486033519553]"
01/01/2022,RETAIL,Konark,343749,1472,6.0,25.0,"[343749.0,1472.0]","[0.050147812464042624,0.49906890130353815]"
01/01/2022,EDUCATION,Mathura,354183,661,3.0,42.0,"[354183.0,661.0]","[0.06169178888485674,0.12150837988826815]"
01/01/2022,EDUCATION,Bombay,993661,2426,3.0,18.0,"[993661.0,2426.0]","[0.7691979182340393,0.9432029795158287]"
01/01/2022,EDUCATION,Ahmedabad,769263,579,3.0,32.0,"[769263.0,579.0]","[0.5209282976783707,0.08333333333333333]"
01/01/2022,PUBLIC,Patiala,1020795,1623,1.0,10.0,"[1020795.0,1623.0]","[0.7992184526601818,0.569366852886406]"
01/01/2022,INVESTMENTS,Jaipur,607846,1869,2.0,39.0,"[607846.0,1869.0]","[0.3423396411786052,0.6838919925512105]"
01/01/2022,PUBLIC,Trichy,1106434,1941,1.0,36.0,"[1106434.0,1941.0]","[0.8939677910445119,0.7174115456238361]"
01/01/2022,RETAIL,Kota,797220,1478,6.0,31.0,"[797220.0,1478.0]","[0.5518593834361529,0.5018621973929236]"
01/01/2022,EDUCATION,Patiala,397934,1240,3.0,10.0,"[397934.0,1240.0]","[0.11009705171666032,0.39106145251396646]"
01/01/2022,INVESTMENTS,Jaipur,1146717,2208,2.0,39.0,"[1146717.0,2208.0]","[0.9385361255432328,0.8417132216014898]"
01/01/2022,PUBLIC,Trichy,579482,1037,1.0,36.0,"[579482.0,1037.0]","[0.310958258468238,0.29655493482309125]"
01/01/2022,EDUCATION,Kochin,547310,2173,3.0,30.0,"[547310.0,2173.0]","[0.2753637779803684,0.8254189944134078]"
01/01/2022,PUBLIC,Ajmer,708556,1419,1.0,5.0,"[708556.0,1419.0]","[0.453763243377205,0.4743947858472998]"
01/01/2022,INTERNATIONAL,Lucknow,938423,922,0.0,43.0,"[938423.0,922.0]","[0.7080836600844389,0.2430167597765363]"
01/01/2022,INVESTMENTS,Ajmer,459085,1869,2.0,5.0,"[459085.0,1869.0]","[0.17775333905700957,0.6838919925512105]"
01/01/2022,RESTRAUNT,Patiala,955479,1311,5.0,10.0,"[955479.0,1311.0]","[0.7269540896256892,0.4241154562383613]"
01/01/2022,EDUCATION,Jaipur,1103164,1597,3.0,39.0,"[1103164.0,1597.0]","[0.890349926093768,0.5572625698324022]"
01/01/2022,MEDICAL,Hyderabad,1006021,1399,4.0,34.0,"[1006021.0,1399.0]","[0.7828727839194201,0.4650837988826816]"
01/01/2022,MEDICAL,Lunglei,500266,2304,4.0,8.0,"[500266.0,2304.0]","[0.22331520344128658,0.8864059590316573]"
01/01/2022,PUBLIC,Lunglei,880685,2218,1.0,8.0,"[880685.0,2218.0]","[0.6442034501376337,0.8463687150837989]"
01/01/2022,INTERNATIONAL,Madurai,600516,885,0.0,44.0,"[600516.0,885.0]","[0.33422987050920067,0.22579143389199255]"
01/01/2022,EDUCATION,Amritsar,824841,2094,3.0,19.0,"[824841.0,2094.0]","[0.5824187252723909,0.7886405959031657]"
01/01/2022,RESTRAUNT,Kullu,930629,842,5.0,7.0,"[930629.0,842.0]","[0.6994605287614731,0.20577281191806332]"
01/01/2022,RETAIL,Hyderabad,455509,2151,6.0,34.0,"[455509.0,2151.0]","[0.17379692160628776,0.8151769087523277]"
01/01/2022,RESTRAUNT,Goa,1155784,1782,5.0,6.0,"[1155784.0,1782.0]","[0.9485676795213354,0.6433891992551211]"
01/01/2022,RETAIL,Ludhiana,627561,2340,6.0,24.0,"[627561.0,2340.0]","[0.3641519370513626,0.9031657355679702]"
01/01/2022,RETAIL,Delhi,329763,1405,6.0,35.0,"[329763.0,1405.0]","[0.03467397172975987,0.46787709497206703]"
01/01/2022,MEDICAL,Kota,331521,468,4.0,31.0,"[331521.0,468.0]","[0.03661898903355431,0.03165735567970205]"
01/01/2022,EDUCATION,Kolkata,567432,1607,3.0,27.0,"[567432.0,1607.0]","[0.2976263708057107,0.5619180633147114]"
01/01/2022,PUBLIC,Ambala,361127,1434,1.0,3.0,"[361127.0,1434.0]","[0.0693744965967729,0.4813780260707635]"
01/01/2022,MEDICAL,Ara,1117427,561,4.0,9.0,"[1117427.0,561.0]","[0.906130234287181,0.07495344506517691]"
01/01/2022,INVESTMENTS,Trichy,941181,1458,2.0,36.0,"[941181.0,1458.0]","[0.7111350581071153,0.4925512104283054]"
01/01/2022,MEDICAL,Kannur,487598,1067,4.0,29.0,"[487598.0,1067.0]","[0.20929957249449022,0.31052141527001864]"
01/01/2022,RESTRAUNT,Mathura,763043,803,5.0,42.0,"[763043.0,803.0]","[0.514046609606925,0.18761638733705774]"
01/01/2022,RETAIL,Surat,948708,2408,6.0,38.0,"[948708.0,2408.0]","[0.7194627857781396,0.9348230912476723]"
01/01/2022,INVESTMENTS,Kullu,877837,1045,2.0,7.0,"[877837.0,1045.0]","[0.641052477850258,0.30027932960893855]"
01/01/2022,INTERNATIONAL,Bikaner,784316,2051,0.0,41.0,"[784316.0,2051.0]","[0.5375826466397005,0.7686219739292365]"
01/01/2022,EDUCATION,Lucknow,714968,987,3.0,43.0,"[714968.0,987.0]","[0.460857356546676,0.2732774674115456]"
01/01/2022,RESTRAUNT,Pune,500626,2147,5.0,14.0,"[500626.0,2147.0]","[0.22371350050008407,0.8133147113594041]"
01/01/2022,MEDICAL,Lucknow,441754,2049,4.0,43.0,"[441754.0,2049.0]","[0.15857865481806674,0.7676908752327747]"
01/01/2022,RESTRAUNT,Bhopal,1152231,2049,5.0,2.0,"[1152231.0,2049.0]","[0.9446367088271479,0.7676908752327747]"
01/01/2022,MEDICAL,Jaipur,619278,1270,4.0,39.0,"[619278.0,1270.0]","[0.3549877855568635,0.40502793296089384]"
01/01/2022,PUBLIC,Bokaro,558603,2300,1.0,0.0,"[558603.0,2300.0]","[0.2878581354387021,0.8845437616387337]"
01/01/2022,PUBLIC,Mon,795654,1693,1.0,26.0,"[795654.0,1693.0]","[0.5501267912303839,0.6019553072625698]"
01/01/2022,MEDICAL,Mathura,898321,1760,4.0,42.0,"[898321.0,1760.0]","[0.6637155804958356,0.633147113594041]"
01/01/2022,RETAIL,Patiala,637257,2295,6.0,10.0,"[637257.0,2295.0]","[0.37487940450164187,0.8822160148975792]"
01/01/2022,INTERNATIONAL,Ahmedabad,330584,968,0.0,32.0,"[330584.0,968.0]","[0.035582310299961936,0.2644320297951583]"
01/01/2022,RESTRAUNT,Pune,548467,1869,5.0,14.0,"[548467.0,1869.0]","[0.27664386047211476,0.6838919925512105]"
01/01/2022,RESTRAUNT,Kanpur,652750,533,5.0,28.0,"[652750.0,533.0]","[0.3920205609792797,0.06191806331471136]"
01/01/2022,RETAIL,Kannur,665799,850,6.0,29.0,"[665799.0,850.0]","[0.40645772297997007,0.20949720670391062]"
01/01/2022,EDUCATION,Srinagar,576260,2062,3.0,20.0,"[576260.0,2062.0]","[0.3073934997920004,0.7737430167597765]"
01/01/2022,INVESTMENTS,Hyderabad,595270,563,2.0,34.0,"[595270.0,563.0]","[0.328425797257946,0.07588454376163874]"
01/01/2022,EDUCATION,Jaipur,1187357,1045,3.0,39.0,"[1187357.0,1045.0]","[0.9834994379585947,0.30027932960893855]"
01/01/2022,MEDICAL,Kannur,704422,1711,4.0,29.0,"[704422.0,1711.0]","[0.44918946548534705,0.6103351955307262]"
01/01/2022,MEDICAL,Betul,1184900,444,4.0,17.0,"[1184900.0,444.0]","[0.9807810605323019,0.020484171322160148]"
01/01/2022,PUBLIC,Srinagar,734954,592,1.0,20.0,"[734954.0,592.0]","[0.48296948159425035,0.0893854748603352]"
01/01/2022,RETAIL,Mon,304651,401,6.0,26.0,"[304651.0,401.0]","[0.006890539117196696,0.0004655493482309125]"
01/01/2022,MEDICAL,Konark,623014,1529,4.0,25.0,"[623014.0,1529.0]","[0.3591212239226064,0.5256052141527002]"
01/01/2022,EDUCATION,Jaipur,440131,1640,3.0,39.0,"[440131.0,1640.0]","[0.15678299891132136,0.5772811918063314]"
01/01/2022,MEDICAL,Bikaner,644926,2297,4.0,41.0,"[644926.0,2297.0]","[0.3833642382347474,0.883147113594041]"
01/01/2022,INTERNATIONAL,Durg,346324,2103,0.0,4.0,"[346324.0,2103.0]","[0.05299674281516361,0.792830540037244]"
01/01/2022,RETAIL,Ludhiana,994618,1346,6.0,24.0,"[994618.0,1346.0]","[0.7702567245820093,0.4404096834264432]"
01/01/2022,RETAIL,Akola,863200,1924,6.0,33.0,"[863200.0,1924.0]","[0.624858383267983,0.7094972067039106]"
01/01/2022,INTERNATIONAL,Madurai,928281,1641,0.0,44.0,"[928281.0,1641.0]","[0.6968627468335383,0.5777467411545624]"
01/01/2022,PUBLIC,Bidar,302310,571,1.0,37.0,"[302310.0,571.0]","[0.004300501854294084,0.07960893854748603]"
01/01/2022,PUBLIC,Bokaro,596141,737,1.0,0.0,"[596141.0,737.0]","[0.32938945486409216,0.1568901303538175]"
01/01/2022,PUBLIC,Pune,383283,2245,1.0,14.0,"[383283.0,2245.0]","[0.09388746780432107,0.8589385474860335]"
01/01/2022,EDUCATION,Hyderabad,713254,2206,3.0,34.0,"[713254.0,2206.0]","[0.45896101999451233,0.840782122905028]"
01/01/2022,INTERNATIONAL,Vellore,1195489,2064,0.0,23.0,"[1195489.0,2064.0]","[0.9924965259645426,0.7746741154562383]"
01/01/2022,MEDICAL,Lucknow,511873,533,4.0,43.0,"[511873.0,533.0]","[0.2361569644453492,0.06191806331471136]"
01/01/2022,EDUCATION,Vellore,467206,1884,3.0,23.0,"[467206.0,1884.0]","[0.18673825687504977,0.6908752327746741]"
01/01/2022,INVESTMENTS,Surat,604211,628,2.0,38.0,"[604211.0,628.0]","[0.3383179472654694,0.10614525139664804]"
01/01/2022,RETAIL,Ajmer,987142,1900,6.0,5.0,"[987142.0,1900.0]","[0.761985422327648,0.6983240223463687]"
01/01/2022,INTERNATIONAL,Kullu,1201909,1558,0.0,7.0,"[1201909.0,1558.0]","[0.9995994901797647,0.5391061452513967]"
01/01/2022,MEDICAL,Surat,859429,1570,4.0,38.0,"[859429.0,1570.0]","[0.6206862215770793,0.5446927374301676]"
01/01/2022,INVESTMENTS,Durg,376130,1203,2.0,4.0,"[376130.0,1203.0]","[0.08597352652215859,0.3738361266294227]"
01/01/2022,EDUCATION,Akola,563133,1846,3.0,33.0,"[563133.0,1846.0]","[0.29287004009523726,0.6731843575418994]"
01/01/2022,INTERNATIONAL,Tirumala,582286,1563,0.0,22.0,"[582286.0,1563.0]","[0.314060550003983,0.5414338919925512]"
01/01/2022,INTERNATIONAL,Tirumala,622520,1240,0.0,22.0,"[622520.0,1240.0]","[0.35857467184747877,0.39106145251396646]"
01/01/2022,MEDICAL,Vellore,891560,2496,4.0,23.0,"[891560.0,2496.0]","[0.6562353404554748,0.9757914338919925]"
01/01/2022,RESTRAUNT,Konark,836518,1511,5.0,25.0,"[836518.0,1511.0]","[0.5953379329267753,0.5172253258845437]"
01/01/2022,EDUCATION,Banglore,687685,2006,3.0,15.0,"[687685.0,2006.0]","[0.4306719713934201,0.7476722532588455]"
01/01/2022,EDUCATION,Kullu,609427,864,3.0,7.0,"[609427.0,864.0]","[0.3440888290951576,0.21601489757914338]"
01/01/2022,RETAIL,Patiala,1072660,1035,6.0,10.0,"[1072660.0,1035.0]","[0.8566008886449934,0.2956238361266294]"
01/01/2022,INTERNATIONAL,Ambala,829567,799,0.0,3.0,"[829567.0,799.0]","[0.587647480549827,0.1857541899441341]"
01/01/2022,RETAIL,Kanpur,936137,2547,6.0,28.0,"[936137.0,2547.0]","[0.7055544737610748,0.999534450651769]"
01/01/2022,RESTRAUNT,Bokaro,748746,1465,5.0,0.0,"[748746.0,1465.0]","[0.49822868446907,0.4958100558659218]"
01/01/2022,INVESTMENTS,Kochin,930252,1059,2.0,30.0,"[930252.0,1059.0]","[0.6990434232304547,0.30679702048417135]"
01/01/2022,RETAIL,Jaipur,542828,1581,6.0,39.0,"[542828.0,1581.0]","[0.27040497959833953,0.5498137802607076]"
01/01/2022,RETAIL,Vellore,1058996,1123,6.0,23.0,"[1058996.0,1123.0]","[0.8414833025021906,0.3365921787709497]"
01/01/2022,EDUCATION,Ranchi,829320,1652,3.0,16.0,"[829320.0,1652.0]","[0.5873742045122631,0.5828677839851024]"
01/01/2022,PUBLIC,Ahmedabad,833604,584,1.0,32.0,"[833604.0,584.0]","[0.5921139395119533,0.08566108007448789]"
01/01/2022,MEDICAL,Bhind,473154,1742,4.0,13.0,"[473154.0,1742.0]","[0.19331900939095953,0.6247672253258846]"
01/01/2022,MEDICAL,Jaipur,574343,1187,4.0,39.0,"[574343.0,1187.0]","[0.30527256795390373,0.36638733705772814]"
01/01/2022,EDUCATION,Ambala,1179948,1448,3.0,3.0,"[1179948.0,1448.0]","[0.9753022632123984,0.48789571694599626]"
01/01/2022,MEDICAL,Patiala,1192521,650,4.0,10.0,"[1192521.0,650.0]","[0.9892127879909011,0.11638733705772812]"
01/01/2022,INTERNATIONAL,Patiala,542484,660,0.0,10.0,"[542484.0,660.0]","[0.27002438463104417,0.12104283054003724]"
01/01/2022,RESTRAUNT,Patiala,579666,1793,5.0,10.0,"[579666.0,1793.0]","[0.31116183252051227,0.6485102420856611]"
01/01/2022,INTERNATIONAL,Doda,657521,856,0.0,11.0,"[657521.0,856.0]","[0.3972991033890654,0.2122905027932961]"
01/01/2022,EDUCATION,Amritsar,326491,1064,3.0,19.0,"[326491.0,1064.0]","[0.031053894017578174,0.3091247672253259]"
01/01/2022,INTERNATIONAL,Ahmedabad,764989,2287,0.0,32.0,"[764989.0,2287.0]","[0.5161996264858693,0.8784916201117319]"
01/01/2022,PUBLIC,Bidar,638316,1640,1.0,37.0,"[638316.0,1640.0]","[0.37605106168293784,0.5772811918063314]"
01/01/2022,EDUCATION,Ambala,603756,583,3.0,3.0,"[603756.0,583.0]","[0.33781454403837813,0.08519553072625698]"
01/01/2022,PUBLIC,Patiala,617908,2221,1.0,10.0,"[617908.0,2221.0]","[0.3534720439719953,0.8477653631284916]"
01/01/2022,INVESTMENTS,Akola,546633,1694,2.0,33.0,"[546633.0,1694.0]","[0.2746147582336853,0.6024208566108007]"
01/01/2022,PUBLIC,Ara,833172,416,1.0,9.0,"[833172.0,416.0]","[0.5916359830413963,0.0074487895716946]"
01/01/2022,INVESTMENTS,Delhi,917702,464,2.0,35.0,"[917702.0,464.0]","[0.6851583452084864,0.0297951582867784]"
01/01/2022,INVESTMENTS,Bhuj,399484,1079,2.0,1.0,"[399484.0,1079.0]","[0.11181194183092731,0.3161080074487896]"
01/01/2022,INTERNATIONAL,Lucknow,587948,1853,0.0,43.0,"[587948.0,1853.0]","[0.32032487763429246,0.6764432029795159]"
01/01/2022,MEDICAL,Doda,484715,810,4.0,11.0,"[484715.0,810.0]","[0.2061098768819536,0.1908752327746741]"
01/01/2022,INVESTMENTS,Delhi,1129777,701,2.0,35.0,"[1129777.0,701.0]","[0.9197940361653729,0.14013035381750466]"
01/01/2022,EDUCATION,Kannur,1145219,2473,3.0,29.0,"[1145219.0,2473.0]","[0.9368787672263478,0.9650837988826816]"
01/01/2022,EDUCATION,Bombay,630794,1985,3.0,18.0,"[630794.0,1985.0]","[0.3677288659155079,0.7378957169459963]"
01/01/2022,INVESTMENTS,Mon,615716,2135,2.0,26.0,"[615716.0,2135.0]","[0.35104685743620606,0.8077281191806331]"
01/01/2022,RETAIL,Betul,538723,1396,6.0,17.0,"[538723.0,1396.0]","[0.2658632867473292,0.46368715083798884]"
01/01/2022,EDUCATION,Banglore,628864,825,3.0,15.0,"[628864.0,825.0]","[0.36559355112806574,0.1978584729981378]"
01/01/2022,INVESTMENTS,Patiala,328368,1746,2.0,10.0,"[328368.0,1746.0]","[0.03313057062691957,0.6266294227188082]"
01/01/2022,RETAIL,Kolkata,647763,605,6.0,27.0,"[647763.0,605.0]","[0.38650304033421545,0.09543761638733705]"
01/01/2022,MEDICAL,Ajmer,1184644,1672,4.0,5.0,"[1184644.0,1672.0]","[0.980497827068268,0.5921787709497207]"
01/01/2022,RESTRAUNT,Ambala,453267,1413,5.0,3.0,"[453267.0,1413.0]","[0.17131641603455447,0.4716014897579143]"
01/01/2022,MEDICAL,Ajmer,1025278,1895,4.0,5.0,"[1025278.0,1895.0]","[0.8041783574229294,0.6959962756052142]"
01/01/2022,MEDICAL,Mathura,478718,1042,4.0,42.0,"[478718.0,1042.0]","[0.19947491171081863,0.2988826815642458]"
01/01/2022,RETAIL,Vellore,635251,1422,6.0,23.0,"[635251.0,1422.0]","[0.3726600047795647,0.4757914338919925]"
01/01/2022,RETAIL,Jaipur,1001445,1407,6.0,39.0,"[1001445.0,1407.0]","[0.7778099857498163,0.4688081936685289]"
01/01/2022,RESTRAUNT,Srinagar,419205,1324,5.0,20.0,"[419205.0,1324.0]","[0.13363087598799797,0.4301675977653631]"
01/01/2022,RESTRAUNT,Banglore,833085,665,5.0,15.0,"[833085.0,665.0]","[0.5915397279188536,0.1233705772811918]"
01/01/2022,EDUCATION,Jaipur,321203,1540,3.0,39.0,"[321203.0,1540.0]","[0.0252033527761305,0.5307262569832403]"
01/01/2022,INVESTMENTS,Bhuj,1120209,2194,2.0,1.0,"[1120209.0,2194.0]","[0.9092081854471106,0.835195530726257]"
01/01/2022,RESTRAUNT,Ajmer,938156,2312,5.0,5.0,"[938156.0,2312.0]","[0.7077882564324974,0.8901303538175046]"
01/01/2022,EDUCATION,Varanasi,699360,749,3.0,21.0,"[699360.0,749.0]","[0.4435889662863667,0.16247672253258846]"
01/01/2022,PUBLIC,Kolkata,771123,2409,1.0,27.0,"[771123.0,2409.0]","[0.5229861658154911,0.9352886405959031]"
01/01/2022,EDUCATION,Mathura,1045279,709,3.0,42.0,"[1045279.0,709.0]","[0.8263070781812871,0.14385474860335196]"
01/01/2022,INVESTMENTS,Ara,1140710,1054,2.0,9.0,"[1140710.0,1054.0]","[0.9318900965649091,0.30446927374301674]"
01/01/2022,PUBLIC,Ludhiana,1005444,1197,1.0,24.0,"[1005444.0,1197.0]","[0.7822344022446251,0.3710428305400372]"
01/01/2022,RETAIL,Ara,1127999,1484,6.0,9.0,"[1127999.0,1484.0]","[0.9178268912472008,0.5046554934823091]"
01/01/2022,INVESTMENTS,Lunglei,403120,750,2.0,8.0,"[403120.0,750.0]","[0.11583474212478204,0.16294227188081936]"
01/01/2022,INTERNATIONAL,Jaipur,727002,1935,0.0,39.0,"[727002.0,1935.0]","[0.4741715421177012,0.7146182495344506]"
